PROCESSING_TYPE,CATEGORY,METHOD_ID,METHOD_NAME,METHOD_DESCRIPTION
QC,COSMOS Specific,PLUVIO_DIAG,Pluvio Diagnostic,Removes precip where pluvio diagnostic value > 0
QC,COSMOS Specific,SNOWD_SIGNAL,Snow distance signal,Removes snow depth where signal value too low
QC,COSMOS Specific,HFP_REMOVAL,Heat flux plates,Removes G1 and G2 for 0:30 and 1:00 while plates are heating up to calibrate
QC,COSMOS Specific,NR01_TEMP,Radiometer temperture,Removes LWIN and LWOUT where radiometer tempurature out of range
QC,COSMOS Specific,TDT_TSOIL,TDT soil temp,Removes TDT VWC where TDT soil tempurature too low
QC,Generic,ERROR_CODE,Error code,Find and remove known error codes
QC,Generic,SAMPLES,Samples,Number of samples taken in measruring period too low
QC,Generic,BATTERY_V,Battery,Battery voltage too low
QC,Generic,RANGE,Range,Value out of range
QC,Generic,SPIKE,Spike,Spike in timeseries
QC,GENERIC,FLUX_QC_FLAG
AGGREGATE,GENERIC,ANGULAR_MEAN
AGGREGATE,GENERIC,MAX
AGGREGATE,GENERIC,MEAN
AGGREGATE,GENERIC,MEAN_RAD
AGGREGATE,GENERIC,MEAN_SUM
AGGREGATE,GENERIC,MIN
AGGREGATE,GENERIC,STDEV
AGGREGATE,GENERIC,SUM
CALCULATE,GENERIC,CALC_ALBEDO
CALCULATE,GENERIC,CALC_DAILY_SMI
CALCULATE,GENERIC,CALC_FACTOR_PA
CALCULATE,GENERIC,CALC_FACTOR_Q
CALCULATE,GENERIC,CALC_FACTOR_INTEN
CALCULATE,GENERIC,CALC_MEAN_G
CALCULATE,GENERIC,CALCULATE_D86
CALCULATE,GENERIC,CALCULATE_MSLP
CALCULATE,GENERIC,CALCULATE_PE
CALCULATE,GENERIC,CALCULATE_Q
CALCULATE,GENERIC,CALCULATE_RN
CALCULATE,GENERIC,CALCULATE_VWC
CALCULATE,GENERIC,CALCULATE_VWC_WITH_SNOW
CALCULATE,GENERIC,CALCULATE_CRNS_SIGMA_SWE
CALCULATE,GENERIC,CALCULATE_CRNS_SWE
CALCULATE,GENERIC,CALCULATE_EFF_DEPTH
CALCULATE,GENERIC,CALCULATE_SNOWFOX_SIGMA_SWE
CALCULATE,GENERIC,CALCULATE_SNOWFOX_SWE
CALCULATE,GENERIC,CORRECT_COUNTS
CALCULATE,GENERIC,GET_PRECIP_TIPPING
CALCULATE,GENERIC,GET_SNOW_ESTIMATED_COUNTS
CALCULATE,GENERIC,HOURLY_VALUE_AS_DAILY
CALCULATE,GENERIC,IS_SNOW_DAY
CALCULATE,GENERIC,ROLLING_MEAN_FOR_SNOW
CALCULATE,GENERIC,CALC_FLUX_LE_L1
CALCULATE,GENERIC,CALC_FLUX_LE_L2
CALCULATE,GENERIC,CALC_FLUX_ET_L1
CALCULATE,GENERIC,CALC_FLUX_ET_L2
CALCULATE,GENERIC,CALC_FLUX_MEAN_SHF
CALCULATE,GENERIC,EDDYPRO-RUN
CORRECTION,GENERIC,ALBEDO_SOUTH_SLOPE_CORRECTION
CORRECTION,GENERIC,CLIP
CORRECTION,GENERIC,LW_CORR
CORRECTION,GENERIC,PA_CORR
CORRECTION,GENERIC,SCALAR
CORRECTION,GENERIC,WD
INFILL,GENERIC,LINEAR_LINEAR
INFILL,GENERIC,ALT_DATA
LOAD-LOCAL-COPY,GENERIC,LOAD-LOCAL-COPY
LOAD-RAW,GENERIC,LOAD-RAW
